date,万得证券编码,开盘价,最高价,最低价,收盘价,成交量,上市日期,是否风险警示板,交易状态,流通市值,成交额,扣非ROE,净资产负债率,经营现金流净额合计/利润,PE,ROE
2002-04-01,000006.SZ,45.095657720000005,46.062293440000005,45.011602440000004,45.473906480000004,490485.00000000006,1992-04-27,否,交易,1707472140.3400002,5293498.2,,,,19.39959716796875,
2002-04-02,000006.SZ,45.473906480000004,45.72607232000001,44.129022,44.17104964,541200.0,1992-04-27,否,交易,1658551958.87,5736184.6,,,,18.843786239624023,
2002-04-03,000006.SZ,44.29713256,44.7594366,44.129022,44.507270760000004,438574.0,1992-04-27,否,交易,1671176521.83,4636237.3,,,,18.987220764160156,
2002-04-04,000006.SZ,44.465243120000004,45.89418288,43.66671796000001,45.64201704,384710.0,1992-04-27,否,交易,1713784421.82,4111432.7,,,,19.4713134765625,
2002-04-05,000006.SZ,46.230404,46.90284624,45.22174064,45.64201704,530228.0,1992-04-27,否,交易,1713784421.82,5804407.100000001,,,,19.4713134765625,
2002-04-08,000006.SZ,46.146348720000006,46.8608186,45.3898512,46.482569840000004,316103.0,1992-04-27,否,交易,1745345829.22,3477239.0,,,,19.82990264892578,
2002-04-09,000006.SZ,46.482569840000004,47.9115096,46.27243164,47.7013714,890793.0,1992-04-27,否,交易,1791109869.95,10046356.100000001,,,,20.349853515625,
2002-04-10,000006.SZ,47.9115096,48.07962016,46.8608186,47.449205559999996,655321.0,1992-04-27,否,交易,1781641447.7299998,7396655.899999999,,,,20.242277145385742,
2002-04-11,000006.SZ,47.40717792,47.82745432000001,46.6506804,46.73473568,479118.99999999994,1992-04-27,否,交易,1754814251.4399998,5360973.600000001,,,,19.93747901916504,
2002-04-12,000006.SZ,46.35648692,47.36515028,46.230404,46.90284624,496547.99999999994,1992-04-27,否,交易,1761126532.92,5560036.100000001,,,,20.00919532775879,
2002-04-15,000006.SZ,47.281095,47.281095,46.482569840000004,46.94487388,304527.0,1992-04-27,否,交易,1762704603.29,3396054.8,,,,20.027124404907227,
2002-04-16,000006.SZ,47.4912332,47.99556488,46.6506804,47.32312264,915021.9999999999,1992-04-27,否,停牌1小时,1776907236.62,10316277.4,,,,25.455265045166016,
2002-04-17,000006.SZ,47.74339904,47.74339904,46.90284624,47.32312264,331438.0,1992-04-27,否,交易,1776907236.62,3723813.8,,,,25.455265045166016,
2002-04-18,000006.SZ,47.36515028,47.4912332,46.31445928,46.35648692,499010.00000000006,1992-04-27,否,交易,1740611618.11,5567275.7,,,,24.9353084564209,
2002-04-19,000006.SZ,46.60865276,46.60865276,45.179713,46.35648692,650568.0,1992-04-27,否,交易,1740611618.11,7059379.100000001,,,,24.9353084564209,
2002-04-22,000006.SZ,45.3898512,45.8101276,44.88551952,45.3898512,352504.0,1992-04-27,否,交易,1704315999.6000001,3810519.3,,,,24.41535186767578,
2002-04-23,000006.SZ,45.137685360000006,45.72607232000001,45.137685360000006,45.26376828,204762.0,1992-04-27,否,交易,1699581788.49,2214005.2,,,,24.347532272338867,
2002-04-24,000006.SZ,45.3898512,45.72607232000001,44.7594366,44.80146424,262839.0,1992-04-27,否,交易,1682223014.42,2820777.8,,,,24.098857879638672,
2002-04-25,000006.SZ,45.179713,45.30579592,44.5492984,45.137685360000006,321869.0,1992-04-27,否,交易,1694847577.38,3441530.3,,,,24.279712677001953,
2002-04-26,000006.SZ,45.473906480000004,46.230404,45.473906480000004,46.0202658,283036.0,1992-04-27,否,停牌1小时,1727987055.1499999,3093645.5,,,,24.75445556640625,
2002-04-29,000006.SZ,46.146348720000006,47.0709568,45.72607232000001,47.02892916,545635.0,1992-04-27,否,交易,1765860744.03,6023064.4,,,,25.29701805114746,
2002-04-30,000006.SZ,47.02892916,47.155012080000006,46.60865276,46.94487388,553718.0,1992-04-27,否,交易,1762704603.29,6184097.5,,,,25.25180435180664,
2002-05-08,000006.SZ,46.8608186,46.94487388,45.72607232000001,45.8101276,303961.0,1992-04-27,否,交易,1720096703.3,3340109.5,,,,24.641420364379883,
2002-05-09,000006.SZ,45.76809996,46.60865276,45.5999894,45.97823816,377431.0,1992-04-27,否,交易,1726408984.78,4137847.3999999994,,,,24.731847763061523,
2002-05-10,000006.SZ,45.89418288,46.0202658,45.30579592,45.347823559999995,363310.0,1992-04-27,否,交易,1702737929.2299998,3936703.5,,,,24.392745971679688,
2002-05-13,000006.SZ,45.26376828,45.26376828,44.63335368,44.92754716,385260.0,1992-04-27,否,交易,1686957225.53,4117680.4000000004,,,,24.166677474975586,
2002-05-14,000006.SZ,44.92754716,45.5999894,44.71740896000001,44.88551952,210371.0,1992-04-27,否,交易,1685379155.1599998,2252247.3,,,,24.144071578979492,
2002-05-15,000006.SZ,44.88551952,45.30579592,44.63335368,44.63335368,222215.0,1992-04-27,否,交易,1675910732.9399998,2372644.5,,,,24.00843048095703,
2002-05-16,000006.SZ,44.5492984,44.5492984,42.6580546,42.82616516,667637.0,1992-04-27,否,交易,1608053707.03,6879545.699999999,,,,23.03633689880371,
2002-05-17,000006.SZ,42.6580546,43.624690320000006,42.11169528,42.952248080000004,563069.0,1992-04-27,否,交易,1612787918.14,5729647.9,,,,23.104158401489258,
2002-05-20,000006.SZ,42.868192799999996,43.20441392,41.817501799999995,42.15372292,356764.0,1992-04-27,否,交易,1582804581.11,3579585.0,,,,22.67462921142578,
2002-05-21,000006.SZ,43.37252448,44.129022,42.78413752,43.75077324,548816.0,1992-04-27,否,交易,1642771255.17,5678185.9,,,,23.533687591552734,
2002-05-22,000006.SZ,44.086994360000006,44.086994360000006,42.6580546,42.6580546,310000.0,1992-04-27,否,交易,1601741425.55,3173434.1,,,,22.94590950012207,
2002-05-23,000006.SZ,42.952248080000004,43.54063504,42.6580546,42.70008224,253983.0,1992-04-27,否,交易,1603319495.92,2603234.4,,,,22.968517303466797,
2002-05-24,000006.SZ,42.91022044,43.20441392,41.943584720000004,42.23777820000001,328112.0,1992-04-27,否,交易,1585960721.8500001,3304359.0,,,,22.7198429107666,
2002-05-27,000006.SZ,42.74210988,43.7087456,42.06966764,43.20441392,485674.0,1992-04-27,否,交易,1622256340.36,4952531.399999999,,,,23.23979949951172,
2002-05-28,000006.SZ,43.12035864,43.66671796000001,43.12035864,43.20441392,252600.0,1992-04-27,否,交易,1622256340.36,2606101.2,,,,23.23979949951172,
2002-05-29,000006.SZ,43.16238628,43.20441392,41.90155708,42.11169528,420835.00000000006,1992-04-27,否,交易,1581226510.74,4218845.0,,,,22.652021408081055,
2002-05-30,000006.SZ,42.19575056,42.4479164,41.3972254,41.90155708,302600.0,1992-04-27,否,交易,1573336158.89,3003280.9000000004,,,,22.53898811340332,
2002-05-31,000006.SZ,41.90155708,42.11169528,41.3972254,41.64939124,232039.0,1992-04-27,否,交易,1563867736.67,2301762.8,,,,22.40334701538086,
2002-06-03,000006.SZ,41.607363600000006,41.607363600000006,40.3465344,40.7668108,215369.99999999997,1992-04-27,否,交易,1530728258.8999999,2088695.4000000001,,,,21.928604125976562,
2002-06-04,000006.SZ,40.7668108,42.74210988,40.7668108,42.32183348,630862.0,1992-04-27,否,交易,1589116862.5900002,6289195.5,,,,22.765056610107422,
2002-06-05,000006.SZ,42.19575056,42.19575056,41.01897664,41.48128068,315857.0,1992-04-27,否,交易,1557555455.1899998,3112983.3,,,,22.31291961669922,
2002-06-06,000006.SZ,41.31317012,43.960911440000004,40.80883844,43.2884692,834578.0000000001,1992-04-27,否,交易,1625412481.1000001,8496318.4,,,,23.28501319885254,
2002-06-07,000006.SZ,43.24644156,44.59132604,42.53197168,43.4986074,858531.0,1992-04-27,否,交易,1633302832.95,8959588.100000001,,,,23.398046493530273,
2002-06-10,000006.SZ,43.4986074,43.83482852,42.994275720000005,43.41455212,449016.0,1992-04-27,否,交易,1630146692.21,4639366.5,,,,23.352832794189453,
2002-06-11,000006.SZ,43.37252448,43.54063504,42.994275720000005,43.20441392,240706.0,1992-04-27,否,交易,1622256340.36,2482108.7,,,,23.23979949951172,
2002-06-12,000006.SZ,43.20441392,43.2884692,42.36386112,42.6580546,247142.99999999997,1992-04-27,否,交易,1601741425.55,2499877.8000000003,,,,22.94590950012207,
2002-06-13,000006.SZ,42.868192799999996,43.2884692,42.573999320000006,42.6580546,188507.0,1992-04-27,否,交易,1601741425.55,1922950.5999999999,,,,22.94590950012207,
2002-06-14,000006.SZ,42.11169528,42.53197168,41.64939124,41.77547416,231005.00000000003,1992-04-27,否,交易,1568601947.78,2312111.8000000003,,,,22.471166610717773,
2002-06-17,000006.SZ,41.607363600000006,42.027640000000005,41.607363600000006,42.027640000000005,135872.0,1992-04-27,否,交易,1578070370.0,1352020.6,,,,22.606807708740234,
2002-06-18,000006.SZ,42.027640000000005,43.58266268,42.027640000000005,43.12035864,458914.00000000006,1992-04-27,否,交易,1619100199.62,4717363.1,,,,23.1945858001709,
2002-06-19,000006.SZ,43.4986074,43.4986074,42.573999320000006,42.573999320000006,115709.99999999999,1992-04-27,否,交易,1598585284.8100002,1178411.7000000002,,,,22.90069580078125,
2002-06-20,000006.SZ,42.4479164,43.918883799999996,42.4479164,43.37252448,654092.0,1992-04-27,否,交易,1628568621.8400002,6774333.2,,,,23.33022689819336,
