<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
EURUSD,20010103,215700,0.9272,0.9272,0.9272,0.9272,4
EURUSD,20010103,215800,0.9272,0.9272,0.9272,0.9272,4
EURUSD,20010103,215900,0.9272,0.9272,0.9272,0.9272,4
EURUSD,20010103,220000,0.9273,0.9273,0.9271,0.9271,4
EURUSD,20010103,220100,0.9271,0.9271,0.9270,0.9270,4
EURUSD,20010103,220200,0.9270,0.9270,0.9269,0.9269,4
EURUSD,20010103,220300,0.9269,0.9269,0.9269,0.9269,4
EURUSD,20010103,220400,0.9269,0.9269,0.9268,0.9268,4
EURUSD,20010103,220500,0.9268,0.9269,0.9268,0.9269,4
EURUSD,20010103,220600,0.9269,0.9270,0.9269,0.9270,4
EURUSD,20010103,220700,0.9270,0.9270,0.9268,0.9268,4
EURUSD,20010103,220800,0.9268,0.9268,0.9268,0.9268,4
EURUSD,20010103,220900,0.9267,0.9268,0.9267,0.9267,4
EURUSD,20010103,221000,0.9267,0.9267,0.9267,0.9267,4
EURUSD,20010103,221100,0.9266,0.9266,0.9266,0.9266,4
EURUSD,20010103,221200,0.9266,0.9269,0.9266,0.9269,4
EURUSD,20010103,221300,0.9269,0.9270,0.9269,0.9270,4
EURUSD,20010103,221400,0.9270,0.9270,0.9270,0.9270,4
EURUSD,20010103,221500,0.9270,0.9270,0.9270,0.9270,4
EURUSD,20010103,221600,0.9270,0.9270,0.9270,0.9270,4
EURUSD,20010103,221700,0.9271,0.9272,0.9271,0.9272,4
EURUSD,20010103,221800,0.9272,0.9272,0.9272,0.9272,4
EURUSD,20010103,221900,0.9272,0.9272,0.9272,0.9272,4
EURUSD,20010103,222000,0.9272,0.9272,0.9272,0.9272,4
EURUSD,20010103,222100,0.9272,0.9273,0.9272,0.9273,4
EURUSD,20010103,222200,0.9273,0.9276,0.9273,0.9276,4
EURUSD,20010103,222300,0.9276,0.9276,0.9276,0.9276,4
EURUSD,20010103,222400,0.9276,0.9276,0.9276,0.9276,4
EURUSD,20010103,222500,0.9276,0.9276,0.9274,0.9274,4
EURUSD,20010103,222600,0.9274,0.9274,0.9274,0.9274,4
EURUSD,20010103,222700,0.9274,0.9274,0.9273,0.9273,4
EURUSD,20010103,222800,0.9273,0.9273,0.9273,0.9273,4
EURUSD,20010103,222900,0.9273,0.9273,0.9273,0.9273,4
EURUSD,20010103,223000,0.9273,0.9274,0.9273,0.9274,4
EURUSD,20010103,223100,0.9274,0.9274,0.9274,0.9274,4
EURUSD,20010103,223200,0.9275,0.9276,0.9274,0.9275,4
EURUSD,20010103,223300,0.9275,0.9275,0.9275,0.9275,4
EURUSD,20010103,223400,0.9275,0.9276,0.9275,0.9276,4
EURUSD,20010103,223500,0.9276,0.9276,0.9276,0.9276,4
EURUSD,20010103,223600,0.9276,0.9276,0.9276,0.9276,4
EURUSD,20010103,223700,0.9276,0.9276,0.9276,0.9276,4
EURUSD,20010103,223800,0.9277,0.9278,0.9274,0.9274,4
EURUSD,20010103,223900,0.9274,0.9274,0.9273,0.9273,4
EURUSD,20010103,224000,0.9273,0.9274,0.9272,0.9274,4
EURUSD,20010103,224100,0.9273,0.9273,0.9270,0.9270,4
EURUSD,20010103,224200,0.9270,0.9270,0.9262,0.9263,4
EURUSD,20010103,224300,0.9264,0.9267,0.9264,0.9266,4
EURUSD,20010103,224400,0.9266,0.9266,0.9266,0.9266,4
EURUSD,20010103,224500,0.9265,0.9265,0.9265,0.9265,4
EURUSD,20010103,224600,0.9265,0.9265,0.9265,0.9265,4
EURUSD,20010103,224700,0.9265,0.9266,0.9265,0.9266,4
EURUSD,20010103,224800,0.9267,0.9267,0.9267,0.9267,4
EURUSD,20010103,224900,0.9267,0.9267,0.9266,0.9266,4
EURUSD,20010103,225000,0.9267,0.9269,0.9267,0.9269,4
EURUSD,20010103,225100,0.9268,0.9268,0.9266,0.9266,4
EURUSD,20010103,225200,0.9267,0.9269,0.9267,0.9269,4
EURUSD,20010103,225300,0.9269,0.9270,0.9269,0.9270,4
EURUSD,20010103,225400,0.9270,0.9270,0.9270,0.9270,4
EURUSD,20010103,225500,0.9270,0.9271,0.9270,0.9271,4
EURUSD,20010103,225600,0.9271,0.9271,0.9271,0.9271,4
EURUSD,20010103,225700,0.9271,0.9271,0.9271,0.9271,4
EURUSD,20010103,225800,0.9271,0.9272,0.9271,0.9271,4
EURUSD,20010103,225900,0.9271,0.9271,0.9271,0.9271,4
EURUSD,20010103,230100,0.9271,0.9271,0.9271,0.9271,4
EURUSD,20010103,230200,0.9271,0.9273,0.9271,0.9272,4
EURUSD,20010103,230300,0.9272,0.9272,0.9272,0.9272,4
EURUSD,20010103,230400,0.9272,0.9272,0.9272,0.9272,4
EURUSD,20010103,230500,0.9272,0.9273,0.9271,0.9272,4
EURUSD,20010103,230600,0.9271,0.9271,0.9270,0.9271,4
EURUSD,20010103,230700,0.9271,0.9271,0.9269,0.9270,4
EURUSD,20010103,230800,0.9270,0.9270,0.9269,0.9269,4
EURUSD,20010103,230900,0.9269,0.9269,0.9269,0.9269,4
EURUSD,20010103,231000,0.9269,0.9269,0.9269,0.9269,4
EURUSD,20010103,231200,0.9269,0.9270,0.9269,0.9270,4
EURUSD,20010103,231300,0.9270,0.9270,0.9270,0.9270,4
EURUSD,20010103,231400,0.9269,0.9270,0.9269,0.9270,4
EURUSD,20010103,231500,0.9270,0.9270,0.9269,0.9269,4
EURUSD,20010103,231700,0.9269,0.9270,0.9269,0.9270,4
EURUSD,20010103,231800,0.9270,0.9272,0.9270,0.9272,4
EURUSD,20010103,231900,0.9272,0.9272,0.9272,0.9272,4
EURUSD,20010103,232000,0.9272,0.9272,0.9272,0.9272,4
EURUSD,20010103,232100,0.9272,0.9272,0.9272,0.9272,4
EURUSD,20010103,232200,0.9273,0.9273,0.9273,0.9273,4
EURUSD,20010103,232300,0.9273,0.9273,0.9273,0.9273,4
EURUSD,20010103,232400,0.9274,0.9274,0.9274,0.9274,4
EURUSD,20010103,232500,0.9274,0.9274,0.9274,0.9274,4
EURUSD,20010103,232600,0.9274,0.9274,0.9274,0.9274,4
EURUSD,20010103,232700,0.9274,0.9275,0.9274,0.9275,4
EURUSD,20010103,232800,0.9275,0.9277,0.9275,0.9277,4
EURUSD,20010103,232900,0.9278,0.9278,0.9277,0.9277,4
EURUSD,20010103,233000,0.9277,0.9278,0.9277,0.9278,4
EURUSD,20010103,233100,0.9278,0.9278,0.9278,0.9278,4
EURUSD,20010103,233200,0.9278,0.9280,0.9278,0.9280,4
EURUSD,20010103,233300,0.9280,0.9280,0.9280,0.9280,4
EURUSD,20010103,233400,0.9280,0.9280,0.9280,0.9280,4
EURUSD,20010103,233500,0.9280,0.9281,0.9280,0.9281,4
EURUSD,20010103,233600,0.9281,0.9281,0.9280,0.9280,4
EURUSD,20010103,233700,0.9280,0.9280,0.9280,0.9280,4
EURUSD,20010103,233800,0.9280,0.9280,0.9280,0.9280,4
EURUSD,20010103,233900,0.9280,0.9280,0.9280,0.9280,4
EURUSD,20010103,234000,0.9280,0.9280,0.9280,0.9280,4
EURUSD,20010103,234100,0.9280,0.9281,0.9280,0.9281,4
EURUSD,20010103,234300,0.9281,0.9281,0.9281,0.9281,4
EURUSD,20010103,234400,0.9281,0.9281,0.9281,0.9281,4
EURUSD,20010103,234500,0.9281,0.9281,0.9281,0.9281,4
EURUSD,20010103,234600,0.9280,0.9280,0.9280,0.9280,4
EURUSD,20010103,234700,0.9280,0.9280,0.9279,0.9280,4
EURUSD,20010103,234800,0.9279,0.9281,0.9279,0.9281,4
EURUSD,20010103,234900,0.9281,0.9281,0.9280,0.9281,4
EURUSD,20010103,235000,0.9281,0.9281,0.9281,0.9281,4
EURUSD,20010103,235100,0.9281,0.9282,0.9281,0.9282,4
EURUSD,20010103,235200,0.9282,0.9285,0.9282,0.9283,4
EURUSD,20010103,235300,0.9283,0.9283,0.9282,0.9282,4
EURUSD,20010103,235400,0.9283,0.9283,0.9282,0.9282,4
EURUSD,20010103,235500,0.9282,0.9282,0.9282,0.9282,4
EURUSD,20010103,235600,0.9282,0.9282,0.9282,0.9282,4
EURUSD,20010103,235700,0.9282,0.9282,0.9282,0.9282,4
EURUSD,20010103,235800,0.9283,0.9283,0.9283,0.9283,4
EURUSD,20010103,235900,0.9283,0.9283,0.9283,0.9283,4
EURUSD,20010104,000000,0.9283,0.9283,0.9283,0.9283,4
EURUSD,20010104,000100,0.9283,0.9283,0.9283,0.9283,4
EURUSD,20010104,000200,0.9283,0.9283,0.9283,0.9283,4
EURUSD,20010104,000300,0.9283,0.9283,0.9283,0.9283,4
EURUSD,20010104,000500,0.9283,0.9283,0.9283,0.9283,4
EURUSD,20010104,000600,0.9283,0.9286,0.9283,0.9286,4
EURUSD,20010104,000700,0.9286,0.9287,0.9286,0.9287,4
EURUSD,20010104,000800,0.9287,0.9289,0.9286,0.9289,4
EURUSD,20010104,000900,0.9289,0.9290,0.9289,0.9289,4
EURUSD,20010104,001000,0.9289,0.9290,0.9289,0.9290,4
EURUSD,20010104,001100,0.9290,0.9290,0.9290,0.9290,4
EURUSD,20010104,001200,0.9290,0.9295,0.9290,0.9294,4
EURUSD,20010104,001300,0.9293,0.9296,0.9293,0.9296,4
EURUSD,20010104,001400,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,001500,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,001600,0.9297,0.9297,0.9295,0.9296,4
EURUSD,20010104,001700,0.9295,0.9298,0.9295,0.9298,4
EURUSD,20010104,001800,0.9297,0.9301,0.9297,0.9301,4
EURUSD,20010104,001900,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,002000,0.9303,0.9307,0.9303,0.9307,4
EURUSD,20010104,002100,0.9308,0.9308,0.9307,0.9307,4
EURUSD,20010104,002200,0.9306,0.9306,0.9301,0.9301,4
EURUSD,20010104,002300,0.9302,0.9303,0.9302,0.9303,4
EURUSD,20010104,002400,0.9303,0.9303,0.9303,0.9303,4
EURUSD,20010104,002500,0.9303,0.9303,0.9303,0.9303,4
EURUSD,20010104,002600,0.9303,0.9303,0.9302,0.9302,4
EURUSD,20010104,002700,0.9303,0.9303,0.9302,0.9303,4
EURUSD,20010104,002800,0.9303,0.9303,0.9301,0.9301,4
EURUSD,20010104,002900,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,003000,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,003100,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,003200,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,003300,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,003400,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,003500,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,003600,0.9301,0.9302,0.9301,0.9302,4
EURUSD,20010104,003700,0.9302,0.9302,0.9302,0.9302,4
EURUSD,20010104,003800,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,003900,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,004000,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,004100,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,004200,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,004300,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,004400,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,004500,0.9301,0.9302,0.9301,0.9301,4
EURUSD,20010104,004600,0.9302,0.9303,0.9302,0.9303,4
EURUSD,20010104,004700,0.9303,0.9303,0.9303,0.9303,4
EURUSD,20010104,004800,0.9303,0.9303,0.9303,0.9303,4
EURUSD,20010104,004900,0.9303,0.9303,0.9303,0.9303,4
EURUSD,20010104,005000,0.9303,0.9303,0.9303,0.9303,4
EURUSD,20010104,005100,0.9304,0.9304,0.9304,0.9304,4
EURUSD,20010104,005200,0.9303,0.9303,0.9303,0.9303,4
EURUSD,20010104,005300,0.9303,0.9303,0.9303,0.9303,4
EURUSD,20010104,005400,0.9302,0.9302,0.9302,0.9302,4
EURUSD,20010104,005500,0.9302,0.9302,0.9302,0.9302,4
EURUSD,20010104,005600,0.9302,0.9302,0.9302,0.9302,4
EURUSD,20010104,005700,0.9302,0.9302,0.9301,0.9301,4
EURUSD,20010104,005800,0.9301,0.9301,0.9299,0.9299,4
EURUSD,20010104,005900,0.9298,0.9302,0.9298,0.9301,4
EURUSD,20010104,010000,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,010100,0.9301,0.9301,0.9297,0.9297,4
EURUSD,20010104,010200,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,010300,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,010400,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,010500,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,010600,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,010700,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,010800,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,010900,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,011000,0.9297,0.9298,0.9297,0.9297,4
EURUSD,20010104,011100,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,011200,0.9296,0.9296,0.9295,0.9295,4
EURUSD,20010104,011300,0.9295,0.9295,0.9294,0.9295,4
EURUSD,20010104,011400,0.9294,0.9295,0.9294,0.9294,4
EURUSD,20010104,011500,0.9295,0.9298,0.9295,0.9297,4
EURUSD,20010104,011600,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,011700,0.9297,0.9299,0.9297,0.9299,4
EURUSD,20010104,011800,0.9299,0.9301,0.9299,0.9301,4
EURUSD,20010104,011900,0.9301,0.9302,0.9301,0.9302,4
EURUSD,20010104,012000,0.9303,0.9304,0.9303,0.9304,4
EURUSD,20010104,012100,0.9304,0.9305,0.9304,0.9304,4
EURUSD,20010104,012200,0.9304,0.9304,0.9303,0.9303,4
EURUSD,20010104,012300,0.9303,0.9303,0.9303,0.9303,4
EURUSD,20010104,012400,0.9304,0.9306,0.9304,0.9306,4
EURUSD,20010104,012500,0.9306,0.9306,0.9306,0.9306,4
EURUSD,20010104,012600,0.9306,0.9306,0.9306,0.9306,4
EURUSD,20010104,012700,0.9306,0.9306,0.9306,0.9306,4
EURUSD,20010104,012800,0.9306,0.9306,0.9305,0.9305,4
EURUSD,20010104,012900,0.9305,0.9305,0.9305,0.9305,4
EURUSD,20010104,013000,0.9304,0.9304,0.9304,0.9304,4
EURUSD,20010104,013100,0.9304,0.9304,0.9299,0.9299,4
EURUSD,20010104,013200,0.9299,0.9300,0.9299,0.9299,4
EURUSD,20010104,013300,0.9299,0.9299,0.9299,0.9299,4
EURUSD,20010104,013400,0.9299,0.9299,0.9299,0.9299,4
EURUSD,20010104,013500,0.9299,0.9299,0.9296,0.9297,4
EURUSD,20010104,013600,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,013700,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,013800,0.9297,0.9298,0.9297,0.9298,4
EURUSD,20010104,013900,0.9298,0.9298,0.9298,0.9298,4
EURUSD,20010104,014000,0.9298,0.9301,0.9298,0.9301,4
EURUSD,20010104,014100,0.9301,0.9302,0.9301,0.9302,4
EURUSD,20010104,014200,0.9302,0.9302,0.9302,0.9302,4
EURUSD,20010104,014300,0.9302,0.9302,0.9299,0.9299,4
EURUSD,20010104,014400,0.9299,0.9299,0.9299,0.9299,4
EURUSD,20010104,014500,0.9298,0.9299,0.9297,0.9299,4
EURUSD,20010104,014600,0.9299,0.9301,0.9299,0.9301,4
EURUSD,20010104,014700,0.9301,0.9301,0.9297,0.9297,4
EURUSD,20010104,014800,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,014900,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,015000,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,015100,0.9297,0.9297,0.9296,0.9297,4
EURUSD,20010104,015200,0.9296,0.9296,0.9290,0.9291,4
EURUSD,20010104,015300,0.9291,0.9293,0.9291,0.9291,4
EURUSD,20010104,015400,0.9291,0.9291,0.9291,0.9291,4
EURUSD,20010104,015500,0.9291,0.9292,0.9291,0.9291,4
EURUSD,20010104,015600,0.9291,0.9292,0.9291,0.9292,4
EURUSD,20010104,015700,0.9293,0.9294,0.9293,0.9294,4
EURUSD,20010104,015800,0.9294,0.9295,0.9294,0.9294,4
EURUSD,20010104,015900,0.9294,0.9294,0.9293,0.9294,4
EURUSD,20010104,020000,0.9294,0.9294,0.9293,0.9293,4
EURUSD,20010104,020100,0.9293,0.9293,0.9293,0.9293,4
EURUSD,20010104,020200,0.9293,0.9293,0.9290,0.9290,4
EURUSD,20010104,020300,0.9290,0.9290,0.9290,0.9290,4
EURUSD,20010104,020400,0.9290,0.9290,0.9290,0.9290,4
EURUSD,20010104,020500,0.9290,0.9290,0.9290,0.9290,4
EURUSD,20010104,020600,0.9290,0.9290,0.9290,0.9290,4
EURUSD,20010104,020700,0.9290,0.9291,0.9290,0.9291,4
EURUSD,20010104,020800,0.9291,0.9291,0.9291,0.9291,4
EURUSD,20010104,020900,0.9291,0.9291,0.9291,0.9291,4
EURUSD,20010104,021000,0.9291,0.9291,0.9291,0.9291,4
EURUSD,20010104,021100,0.9291,0.9291,0.9291,0.9291,4
EURUSD,20010104,021200,0.9291,0.9291,0.9291,0.9291,4
EURUSD,20010104,021300,0.9291,0.9291,0.9291,0.9291,4
EURUSD,20010104,021400,0.9291,0.9291,0.9291,0.9291,4
EURUSD,20010104,021500,0.9292,0.9293,0.9292,0.9293,4
EURUSD,20010104,021600,0.9293,0.9293,0.9293,0.9293,4
EURUSD,20010104,021700,0.9293,0.9293,0.9293,0.9293,4
EURUSD,20010104,021800,0.9293,0.9293,0.9293,0.9293,4
EURUSD,20010104,021900,0.9293,0.9294,0.9291,0.9294,4
EURUSD,20010104,022000,0.9295,0.9297,0.9295,0.9297,4
EURUSD,20010104,022100,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,022200,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,022300,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,022400,0.9297,0.9297,0.9296,0.9296,4
EURUSD,20010104,022500,0.9295,0.9295,0.9295,0.9295,4
EURUSD,20010104,022600,0.9294,0.9294,0.9293,0.9293,4
EURUSD,20010104,022700,0.9293,0.9294,0.9293,0.9293,4
EURUSD,20010104,022800,0.9292,0.9294,0.9292,0.9294,4
EURUSD,20010104,022900,0.9295,0.9296,0.9295,0.9296,4
EURUSD,20010104,023000,0.9296,0.9297,0.9296,0.9297,4
EURUSD,20010104,023100,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,023200,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,023300,0.9296,0.9296,0.9295,0.9295,4
EURUSD,20010104,023400,0.9296,0.9297,0.9296,0.9297,4
EURUSD,20010104,023500,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,023600,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,023700,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,023800,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,023900,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,024000,0.9297,0.9297,0.9296,0.9296,4
EURUSD,20010104,024100,0.9296,0.9296,0.9296,0.9296,4
EURUSD,20010104,024200,0.9296,0.9296,0.9296,0.9296,4
EURUSD,20010104,024300,0.9296,0.9296,0.9296,0.9296,4
EURUSD,20010104,024400,0.9296,0.9296,0.9296,0.9296,4
EURUSD,20010104,024500,0.9296,0.9296,0.9296,0.9296,4
EURUSD,20010104,024600,0.9296,0.9297,0.9296,0.9297,4
EURUSD,20010104,024700,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,024800,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,024900,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,025000,0.9297,0.9298,0.9297,0.9298,4
EURUSD,20010104,025100,0.9298,0.9298,0.9298,0.9298,4
EURUSD,20010104,025200,0.9298,0.9298,0.9298,0.9298,4
EURUSD,20010104,025300,0.9298,0.9298,0.9298,0.9298,4
EURUSD,20010104,025400,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,025500,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,025600,0.9298,0.9298,0.9298,0.9298,4
EURUSD,20010104,025700,0.9298,0.9298,0.9297,0.9297,4
EURUSD,20010104,025800,0.9298,0.9298,0.9297,0.9297,4
EURUSD,20010104,025900,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,030000,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,030100,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,030200,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,030300,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,030400,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,030500,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,030600,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,030700,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,030800,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,030900,0.9297,0.9298,0.9297,0.9297,4
EURUSD,20010104,031000,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,031100,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,031200,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,031600,0.9297,0.9299,0.9297,0.9299,4
EURUSD,20010104,031700,0.9299,0.9299,0.9298,0.9299,4
EURUSD,20010104,031800,0.9299,0.9299,0.9299,0.9299,4
EURUSD,20010104,031900,0.9299,0.9299,0.9299,0.9299,4
EURUSD,20010104,032000,0.9299,0.9299,0.9299,0.9299,4
EURUSD,20010104,032100,0.9299,0.9299,0.9299,0.9299,4
EURUSD,20010104,032200,0.9299,0.9299,0.9298,0.9298,4
EURUSD,20010104,032300,0.9298,0.9298,0.9298,0.9298,4
EURUSD,20010104,032400,0.9299,0.9300,0.9298,0.9298,4
EURUSD,20010104,032500,0.9297,0.9299,0.9297,0.9299,4
EURUSD,20010104,032600,0.9299,0.9299,0.9299,0.9299,4
EURUSD,20010104,032700,0.9299,0.9299,0.9299,0.9299,4
EURUSD,20010104,032800,0.9299,0.9299,0.9299,0.9299,4
EURUSD,20010104,032900,0.9299,0.9299,0.9299,0.9299,4
EURUSD,20010104,033000,0.9299,0.9299,0.9298,0.9298,4
EURUSD,20010104,033100,0.9298,0.9298,0.9298,0.9298,4
EURUSD,20010104,033200,0.9298,0.9298,0.9298,0.9298,4
EURUSD,20010104,033300,0.9298,0.9298,0.9298,0.9298,4
EURUSD,20010104,033400,0.9298,0.9298,0.9298,0.9298,4
EURUSD,20010104,033500,0.9298,0.9298,0.9298,0.9298,4
EURUSD,20010104,033600,0.9298,0.9298,0.9298,0.9298,4
EURUSD,20010104,033700,0.9298,0.9298,0.9298,0.9298,4
EURUSD,20010104,033800,0.9298,0.9298,0.9298,0.9298,4
EURUSD,20010104,033900,0.9298,0.9298,0.9298,0.9298,4
EURUSD,20010104,034100,0.9298,0.9298,0.9297,0.9297,4
EURUSD,20010104,034200,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,034300,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,034400,0.9297,0.9297,0.9297,0.9297,4
EURUSD,20010104,034500,0.9298,0.9299,0.9298,0.9299,4
EURUSD,20010104,034600,0.9299,0.9300,0.9299,0.9300,4
EURUSD,20010104,034700,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,034800,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,034900,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,035000,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,035100,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,035200,0.9301,0.9302,0.9301,0.9301,4
EURUSD,20010104,035300,0.9301,0.9302,0.9301,0.9302,4
EURUSD,20010104,035400,0.9302,0.9302,0.9301,0.9301,4
EURUSD,20010104,035500,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,035600,0.9301,0.9302,0.9301,0.9301,4
EURUSD,20010104,035700,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,035800,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,035900,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,040000,0.9300,0.9302,0.9299,0.9299,4
EURUSD,20010104,040100,0.9299,0.9301,0.9299,0.9301,4
EURUSD,20010104,040200,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,040300,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,040400,0.9301,0.9302,0.9301,0.9302,4
EURUSD,20010104,040500,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,040600,0.9301,0.9302,0.9301,0.9302,4
EURUSD,20010104,040700,0.9301,0.9302,0.9301,0.9302,4
EURUSD,20010104,040800,0.9302,0.9302,0.9302,0.9302,4
EURUSD,20010104,040900,0.9302,0.9302,0.9302,0.9302,4
EURUSD,20010104,041000,0.9302,0.9302,0.9302,0.9302,4
EURUSD,20010104,041100,0.9302,0.9302,0.9302,0.9302,4
EURUSD,20010104,041200,0.9302,0.9302,0.9302,0.9302,4
EURUSD,20010104,041300,0.9302,0.9302,0.9302,0.9302,4
EURUSD,20010104,041400,0.9302,0.9304,0.9302,0.9304,4
EURUSD,20010104,041500,0.9304,0.9304,0.9304,0.9304,4
EURUSD,20010104,041600,0.9304,0.9304,0.9304,0.9304,4
EURUSD,20010104,041700,0.9304,0.9304,0.9304,0.9304,4
EURUSD,20010104,041800,0.9304,0.9304,0.9303,0.9303,4
EURUSD,20010104,041900,0.9303,0.9303,0.9303,0.9303,4
EURUSD,20010104,042000,0.9303,0.9303,0.9303,0.9303,4
EURUSD,20010104,042100,0.9303,0.9304,0.9303,0.9303,4
EURUSD,20010104,042200,0.9303,0.9304,0.9303,0.9304,4
EURUSD,20010104,042300,0.9304,0.9304,0.9304,0.9304,4
EURUSD,20010104,042400,0.9304,0.9304,0.9304,0.9304,4
EURUSD,20010104,042500,0.9304,0.9304,0.9302,0.9302,4
EURUSD,20010104,042600,0.9302,0.9304,0.9302,0.9302,4
EURUSD,20010104,042700,0.9302,0.9302,0.9302,0.9302,4
EURUSD,20010104,042800,0.9302,0.9302,0.9301,0.9301,4
EURUSD,20010104,042900,0.9302,0.9302,0.9302,0.9302,4
EURUSD,20010104,043000,0.9302,0.9302,0.9302,0.9302,4
EURUSD,20010104,043100,0.9302,0.9302,0.9302,0.9302,4
EURUSD,20010104,043200,0.9302,0.9302,0.9302,0.9302,4
EURUSD,20010104,043300,0.9302,0.9302,0.9301,0.9301,4
EURUSD,20010104,043400,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,043500,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,043600,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,043700,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,043800,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,043900,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,044100,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,044200,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,044300,0.9301,0.9301,0.9301,0.9301,4
EURUSD,20010104,044400,0.9301,0.9301,0.9301,0.9301,4
