date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
2005-09-27,sh.600000,13.0104937300,13.1689650300,12.6143154800,12.7727867800,13.0104937300,4016103,32556089.0000,1,0.446234,1,-1.827035,0
2005-09-28,sh.600000,12.7727867800,12.7727867800,12.7727867800,12.7727867800,12.7727867800,0,0.0000,1,,0,0.000000,0
2005-09-29,sh.600000,12.8520224300,13.1055765100,12.8520224300,12.9629523400,12.7727867800,2628398,21531847.0000,1,0.292044,1,1.488832,0
2005-09-30,sh.600000,12.9629523400,13.1848121600,12.9629523400,13.1531179000,12.9629523400,2797708,23085073.0000,1,0.310856,1,1.466991,0
2005-10-10,sh.600000,13.0897293800,13.3274363300,13.0104937300,13.2957420700,13.1531179000,2750673,22955142.0000,1,0.305630,1,1.084339,0
2005-10-11,sh.600000,13.2640478100,13.4225191100,13.1689650300,13.4225191100,13.2957420700,3148273,26506446.0000,1,0.349808,1,0.953515,0
2005-10-12,sh.600000,13.4225191100,13.5176018900,13.2798949400,13.4700605000,13.4225191100,5283270,44686129.0000,1,0.587030,1,0.354188,0
2005-10-13,sh.600000,13.4542133700,13.6285318000,13.4542133700,13.4700605000,13.4700605000,5860461,49975242.0000,1,0.651162,1,0.000000,0
2005-10-14,sh.600000,13.4700605000,13.5334490200,13.0421879900,13.0421879900,13.4700605000,3570425,29828744.0000,1,0.396714,1,-3.176476,0
2005-10-17,sh.600000,13.0421879900,13.2006592900,12.9629523400,13.1531179000,13.0421879900,2492600,20553545.0000,1,0.276956,1,0.850555,0
2005-10-18,sh.600000,13.1531179000,13.2323535500,12.8678695600,12.9154109500,13.1531179000,3429863,28257383.0000,1,0.381096,1,-1.807236,0
2005-10-19,sh.600000,12.9629523400,13.4225191100,12.9629523400,13.3115892000,12.9154109500,6562183,54950849.0000,1,0.729131,1,3.067485,0
2005-10-20,sh.600000,13.3115892000,13.9771686600,13.2323535500,13.9137801400,13.3115892000,12191807,105435331.0000,1,1.354645,1,4.523811,0
2005-10-21,sh.600000,13.9137801400,14.1673342200,13.7870031000,13.8186973600,13.9137801400,10356735,91515522.0000,1,1.150748,1,-0.683365,0
2005-10-24,sh.600000,13.7870031000,13.8503916200,13.5968375400,13.8345444900,13.8186973600,3299787,28581111.0000,1,0.366643,1,0.114671,0
2005-10-25,sh.600000,13.8186973600,13.8662387500,13.5809904100,13.6443789300,13.8345444900,3074594,26511654.0000,1,0.341622,1,-1.374569,0
2005-10-26,sh.600000,13.6285318000,13.6443789300,13.1372707700,13.2006592900,13.6443789300,7013870,58925447.0000,1,0.779319,1,-3.252029,0
2005-10-27,sh.600000,13.1689650300,13.3908248500,13.0421879900,13.1531179000,13.2006592900,4630403,38495084.0000,1,0.514489,1,-0.360141,0
2005-10-28,sh.600000,13.1531179000,13.2957420700,12.8361753000,13.1531179000,13.1531179000,5949774,48966396.0000,1,0.661086,1,0.000000,0
2005-10-31,sh.600000,13.1689650300,13.7236145800,13.1531179000,13.5017547600,13.1531179000,6899218,58851514.0000,1,0.766580,1,2.650605,0
2005-11-01,sh.600000,13.4383662400,13.6602260600,13.4383662400,13.6285318000,13.5017547600,4701264,40327973.0000,1,0.522363,1,0.938966,0
2005-11-02,sh.600000,13.7553088400,13.7553088400,13.4700605000,13.5334490200,13.6285318000,3621710,31028751.0000,1,0.402412,1,-0.697679,0
2005-11-03,sh.600000,13.5176018900,13.5968375400,12.7886339100,12.9946466000,13.5334490200,12262071,101010141.0000,1,1.362452,1,-3.981266,0
2005-11-04,sh.600000,12.9946466000,13.2006592900,12.9154109500,13.1531179000,12.9946466000,5142918,42467039.0000,1,0.571435,1,1.219517,0
2005-11-07,sh.600000,13.1372707700,13.1372707700,12.8520224300,12.9312580800,13.1531179000,4544095,37072095.0000,1,0.504899,1,-1.686751,0
2005-11-08,sh.600000,12.9154109500,13.1531179000,12.8044810400,13.1372707700,12.9312580800,4053003,33128422.0000,1,0.450334,1,1.593139,0
2005-11-09,sh.600000,13.1372707700,13.3432834600,13.0580351200,13.2640478100,13.1372707700,5312110,44402074.0000,1,0.590234,1,0.965017,0
2005-11-10,sh.600000,13.2323535500,13.3432834600,13.0897293800,13.1372707700,13.2640478100,4697145,39125010.0000,1,0.521905,1,-0.955794,0
2005-11-11,sh.600000,12.9946466000,13.2640478100,12.9946466000,13.2006592900,13.1372707700,2276691,18936526.0000,1,0.252966,1,0.482509,0
2005-11-14,sh.600000,13.1848121600,13.2006592900,12.8678695600,12.8837166900,13.2006592900,3261569,26624327.0000,1,0.362397,1,-2.400958,0
2005-11-15,sh.600000,12.8837166900,13.1055765100,12.8678695600,12.9154109500,12.8837166900,2861591,23467520.0000,1,0.317955,1,0.245996,0
2005-11-16,sh.600000,12.9946466000,13.1531179000,12.9154109500,13.0897293800,12.9154109500,2118236,17393650.0000,1,0.235360,1,1.349701,0
2005-11-17,sh.600000,13.0897293800,13.1689650300,12.9471052100,13.0897293800,13.0897293800,749924,6206098.0000,1,0.083325,1,0.000000,0
2005-11-18,sh.600000,13.0897293800,13.7236145800,13.0897293800,13.7077674500,13.0897293800,8250991,70520339.0000,1,0.916777,1,4.721542,0
2005-11-21,sh.600000,13.6285318000,13.7077674500,13.5017547600,13.6443789300,13.7077674500,3259821,27997141.0000,1,0.362202,1,-0.462427,0
2005-11-22,sh.600000,13.6126846700,13.6126846700,13.4066719800,13.4066719800,13.6443789300,1884699,16094556.0000,1,0.209411,1,-1.742156,0
2005-11-23,sh.600000,13.3908248500,13.7236145800,13.3274363300,13.6126846700,13.4066719800,2115413,18093315.0000,1,0.235046,1,1.536644,0
2005-11-24,sh.600000,13.6602260600,13.9454744000,13.5492961500,13.8186973600,13.6126846700,6103647,53217287.0000,1,0.678183,1,1.513389,0
2005-11-25,sh.600000,13.8028502300,13.8820858800,13.7077674500,13.8345444900,13.8186973600,2618343,22823250.0000,1,0.290927,1,0.114671,0
2005-11-28,sh.600000,13.8345444900,13.8820858800,13.6285318000,13.7236145800,13.8345444900,3334759,28901045.0000,1,0.370529,1,-0.801829,0
2005-11-29,sh.600000,13.6602260600,13.7394617100,13.5492961500,13.7077674500,13.7236145800,3678993,31662355.0000,1,0.408777,1,-0.115476,0
2005-11-30,sh.600000,13.6602260600,14.0564043100,13.6126846700,13.9613215300,13.7077674500,7289705,64136296.0000,1,0.809967,1,1.849720,0
2005-12-01,sh.600000,13.9613215300,13.9930157900,13.6760731900,13.7711559700,13.9613215300,9582334,83642626.0000,1,1.064704,1,-1.362098,0
2005-12-02,sh.600000,13.7394617100,13.9771686600,13.6919203200,13.9137801400,13.7711559700,4852125,42477944.0000,1,0.539125,1,1.035675,0
2005-12-05,sh.600000,13.8662387500,13.9771686600,13.7236145800,13.8186973600,13.9137801400,3746580,32822851.0000,1,0.416287,1,-0.683365,0
2005-12-06,sh.600000,13.7394617100,14.1039457000,13.6602260600,14.0564043100,13.8186973600,6082122,53779876.0000,1,0.675791,1,1.720179,0
2005-12-07,sh.600000,14.0880985700,14.1197928300,13.9296272700,14.0880985700,14.0564043100,4131278,36618901.0000,1,0.459031,1,0.225484,0
2005-12-08,sh.600000,14.0880985700,14.2465698700,13.9137801400,13.9296272700,14.0880985700,5788464,51420588.0000,1,0.643163,1,-1.124864,0
2005-12-09,sh.600000,13.8028502300,14.4684296900,13.8028502300,14.3574997800,13.9296272700,9538154,85616457.0000,1,1.059795,1,3.071677,0
2005-12-12,sh.600000,14.3574997800,14.5476653400,14.2624170000,14.4367354300,14.3574997800,6895484,62949105.0000,1,0.766165,1,0.551868,0
2005-12-13,sh.600000,14.4367354300,14.5159710800,14.2941112600,14.4367354300,14.4367354300,3555837,32313700.0000,1,0.395093,1,0.000000,0
2005-12-14,sh.600000,14.4208883000,14.9755378500,14.4208883000,14.7695251600,14.4367354300,13355800,124384752.0000,1,1.483978,1,2.305160,0
2005-12-15,sh.600000,14.8170665500,14.9913849800,14.6902895100,14.7853722900,14.7695251600,7365001,68975184.0000,1,0.818333,1,0.107299,0
2005-12-16,sh.600000,14.7853722900,14.9121493300,14.6744423800,14.7536780300,14.7853722900,6410581,59789714.0000,1,0.712287,1,-0.214357,0
2005-12-19,sh.600000,14.7378309000,14.7853722900,14.5476653400,14.7378309000,14.7536780300,6892378,63943276.0000,1,0.765820,1,-0.107414,0
2005-12-20,sh.600000,14.7378309000,15.1973976700,14.7061366400,15.1498562800,14.7378309000,7726916,73268970.0000,1,0.858546,1,2.795701,0
2005-12-21,sh.600000,15.1498562800,15.6094230500,15.1023148900,15.1815505400,15.1498562800,14293211,138837743.0000,1,1.588135,1,0.209200,0
2005-12-22,sh.600000,15.1498562800,15.4509517500,15.1498562800,15.4034103600,15.1815505400,5797754,56015710.0000,1,0.644195,1,1.461381,0
2005-12-23,sh.600000,15.4034103600,15.6094230500,15.2924804500,15.4351046200,15.4034103600,6101095,59440106.0000,1,0.677899,1,0.205756,0
2005-12-26,sh.600000,15.4351046200,15.8946713900,15.4192574900,15.6728115700,15.4351046200,12223038,121252936.0000,1,1.358115,1,1.540047,0
2005-12-27,sh.600000,15.6886587000,15.7678943500,15.2132448000,15.3083275800,15.6728115700,7514747,73368577.0000,1,0.834972,1,-2.325586,0
2005-12-28,sh.600000,15.2766333200,15.4192574900,15.1657034100,15.3083275800,15.3083275800,7587935,73251074.0000,1,0.843104,1,0.000000,0
2005-12-29,sh.600000,15.2449390600,15.5618816600,15.2290919300,15.4351046200,15.3083275800,7646679,74657270.0000,1,0.849631,1,0.828156,0
2005-12-30,sh.600000,15.4826460100,15.7678943500,15.4034103600,15.4509517500,15.4351046200,12161086,119469673.0000,1,1.351232,1,0.102672,0
2006-01-04,sh.600000,15.5618816600,16.2908496400,15.5301874000,16.2433082500,15.4509517500,16333311,165103159.0000,1,1.814812,1,5.128205,0
2006-01-05,sh.600000,16.2433082500,16.6394865000,16.1006840800,16.5127094600,16.2433082500,17738143,182986497.0000,1,1.970905,1,1.658537,0
2006-01-06,sh.600000,16.4810152000,17.1624417900,16.3225439000,16.9881233600,16.5127094600,18643249,197474279.0000,1,2.071472,1,2.879081,0
2006-01-09,sh.600000,17.0356647500,17.0515118800,16.5444037200,16.7821106700,16.9881233600,16893784,178273619.0000,1,1.877087,1,-1.212688,0
2006-01-10,sh.600000,16.7662635400,17.0356647500,16.3383910300,16.8296520600,16.7821106700,14359288,150867109.0000,1,1.595476,1,0.283284,0
2006-01-11,sh.600000,16.7662635400,17.0039704900,16.5760979800,16.8771934500,16.8296520600,9324485,98489440.0000,1,1.036054,1,0.282483,0
2006-01-12,sh.600000,16.8296520600,17.0198176200,16.6077922400,16.9722762300,16.8771934500,5809495,61703693.0000,1,0.645499,1,0.563384,0
2006-01-13,sh.600000,16.9564291000,17.3526073500,16.3700852900,16.5127094600,16.9722762300,13645384,143970519.0000,1,1.516154,1,-2.707749,0
2006-01-16,sh.600000,16.5127094600,16.5444037200,15.8946713900,15.9580599100,16.5127094600,13324430,135484511.0000,1,1.480492,1,-3.358929,0
2006-01-17,sh.600000,15.9263656500,16.4810152000,15.8471300000,16.3225439000,15.9580599100,11669183,119622737.0000,1,1.296576,1,2.284017,0
2006-01-18,sh.600000,16.8771934500,17.3526073500,16.6077922400,17.3526073500,16.3225439000,13345795,143602593.0000,1,1.482866,1,6.310676,0
2006-01-19,sh.600000,17.3526073500,17.9231040300,17.2416774400,17.6378556900,17.3526073500,18536392,206775418.0000,1,2.059599,1,1.643838,0
2006-01-20,sh.600000,17.5903143000,17.7487856000,17.2733717000,17.6061614300,17.6378556900,8763607,97014215.0000,1,0.973734,1,-0.179699,0
2006-01-23,sh.600000,17.4635372600,17.7804798600,17.2733717000,17.4159958700,17.6061614300,9016473,99328171.0000,1,1.001830,1,-1.080107,0
2006-01-24,sh.600000,17.3526073500,17.6853970800,17.1307475300,17.3209130900,17.4159958700,8788954,96183106.0000,1,0.976550,1,-0.545946,0
2006-01-25,sh.600000,17.3209130900,17.8914097700,17.2892188300,17.8597155100,17.3209130900,8889999,99644938.0000,1,0.987778,1,3.110706,0
2006-02-06,sh.600000,17.9389511600,18.4302121900,17.9231040300,18.2875880200,17.8597155100,12883485,148362076.0000,1,1.431498,1,2.395736,0
2006-02-07,sh.600000,18.2875880200,18.3668236700,17.6220085600,17.8438683800,18.2875880200,9365770,106186083.0000,1,1.040641,1,-2.426341,0
2006-02-08,sh.600000,17.7487856000,18.2717408900,17.7487856000,17.9706454200,17.8438683800,14060859,159914037.0000,1,1.562318,1,0.710479,0
2006-02-09,sh.600000,17.9389511600,17.9389511600,17.3209130900,17.4793843900,17.9706454200,12490317,137711663.0000,1,1.387813,1,-2.733690,0
2006-02-10,sh.600000,17.3209130900,17.5903143000,17.1941360500,17.5427729100,17.4793843900,11688400,128171973.0000,1,1.298711,1,0.362647,0
2006-02-13,sh.600000,17.5586200400,17.5903143000,17.1624417900,17.5269257800,17.5427729100,6706804,73352775.0000,1,0.745200,1,-0.090328,0
2006-02-14,sh.600000,17.5586200400,17.7487856000,17.3209130900,17.6537028200,17.5269257800,4661187,51520948.0000,1,0.517910,1,0.723327,0
2006-02-15,sh.600000,17.6537028200,17.6537028200,17.6537028200,17.6537028200,17.6537028200,0,0.0000,1,,0,0.000000,0
2006-02-16,sh.600000,17.9389511600,18.1925052400,17.6695499500,17.8914097700,17.6537028200,18192937,205399704.0000,1,2.021437,1,1.346496,0
2006-02-17,sh.600000,17.8438683800,18.5728363600,17.7012442100,18.3509765400,17.8914097700,18901164,217363536.0000,1,2.100129,1,2.568645,0
2006-02-20,sh.600000,18.3192822800,18.7788490500,18.1449638500,18.5569892300,18.3509765400,13568843,159012145.0000,1,1.507649,1,1.122626,0
2006-02-21,sh.600000,18.5252949700,18.9690146100,18.4936007100,18.8580847000,18.5569892300,18702602,221343885.0000,1,2.078067,1,1.622541,0
2006-02-22,sh.600000,18.9373203500,18.9690146100,18.6679191400,18.7471547900,18.8580847000,13608004,161577122.0000,1,1.512000,1,-0.588233,0
2006-02-23,sh.600000,18.6679191400,19.0957916500,18.6203777500,19.0165560000,18.7471547900,11461056,135890783.0000,1,1.273451,1,1.437025,0
2006-02-24,sh.600000,19.0007088700,19.3334986000,18.9690146100,19.3176514700,19.0165560000,31550407,382497067.0000,1,3.505601,1,1.583330,0
2006-02-27,sh.600000,19.3176514700,19.3176514700,19.3176514700,19.3176514700,19.3176514700,0,0.0000,1,,0,0.000000,0
2006-02-28,sh.600000,19.3176514700,19.3176514700,19.3176514700,19.3176514700,19.3176514700,0,0.0000,1,,0,0.000000,0
2006-03-01,sh.600000,19.3176514700,19.3176514700,19.3176514700,19.3176514700,19.3176514700,0,0.0000,1,,0,0.000000,0
2006-03-02,sh.600000,19.3176514700,19.3176514700,19.3176514700,19.3176514700,19.3176514700,0,0.0000,1,,0,0.000000,0
2006-03-03,sh.600000,19.3176514700,19.3176514700,19.3176514700,19.3176514700,19.3176514700,0,0.0000,1,,0,0.000000,0
2006-03-06,sh.600000,19.3176514700,19.3176514700,19.3176514700,19.3176514700,19.3176514700,0,0.0000,1,,0,0.000000,0
2006-03-07,sh.600000,19.3176514700,19.3176514700,19.3176514700,19.3176514700,19.3176514700,0,0.0000,1,,0,0.000000,0
2006-03-08,sh.600000,19.3176514700,19.3176514700,19.3176514700,19.3176514700,19.3176514700,0,0.0000,1,,0,0.000000,0
2006-03-09,sh.600000,18.2083523700,18.2083523700,17.3843016100,17.4476901300,19.3176514700,39108134,431466008.0000,1,4.345348,1,-9.680060,0
2006-03-10,sh.600000,17.2733717000,17.5586200400,17.0515118800,17.1782889200,17.4476901300,14228701,154828502.0000,1,1.580967,1,-1.544052,0
2006-03-13,sh.600000,17.1782889200,17.5110786500,17.1782889200,17.4476901300,17.1782889200,9405369,103301046.0000,1,1.045041,1,1.568266,0
2006-03-14,sh.600000,17.4476901300,17.5903143000,16.8138049300,16.8613463200,17.4476901300,13176400,141504882.0000,1,1.464044,1,-3.360580,0
2006-03-15,sh.600000,16.8613463200,17.1465946600,16.7662635400,17.0356647500,16.8613463200,11983188,128280964.0000,1,1.331465,1,1.033831,0
2006-03-16,sh.600000,17.0356647500,17.4952315200,16.9564291000,17.1782889200,17.0356647500,13932965,151633366.0000,1,1.548107,1,0.837211,0
2006-03-17,sh.600000,17.2099831800,17.3050659600,17.0356647500,17.0673590100,17.1782889200,9973317,107951156.0000,1,1.108146,1,-0.645754,0
2006-03-20,sh.600000,17.0356647500,17.3209130900,16.6870278900,17.2099831800,17.0673590100,18513454,198599027.0000,1,2.057050,1,0.835647,0
2006-03-21,sh.600000,17.2099831800,17.2099831800,17.2099831800,17.2099831800,17.2099831800,0,0.0000,1,,0,0.000000,0
2006-03-22,sh.600000,17.2099831800,17.2099831800,17.2099831800,17.2099831800,17.2099831800,0,0.0000,1,,0,0.000000,0
2006-03-23,sh.600000,17.2099831800,17.2099831800,17.2099831800,17.2099831800,17.2099831800,0,0.0000,1,,0,0.000000,0
2006-03-24,sh.600000,17.2099831800,17.2099831800,17.2099831800,17.2099831800,17.2099831800,0,0.0000,1,,0,0.000000,0
2006-03-27,sh.600000,17.2099831800,17.2099831800,17.2099831800,17.2099831800,17.2099831800,0,0.0000,1,,0,0.000000,0
2006-03-28,sh.600000,17.2099831800,17.2099831800,17.2099831800,17.2099831800,17.2099831800,0,0.0000,1,,0,0.000000,0
2006-03-29,sh.600000,17.2099831800,17.2099831800,17.2099831800,17.2099831800,17.2099831800,0,0.0000,1,,0,0.000000,0
2006-03-30,sh.600000,17.2099831800,17.2099831800,17.2099831800,17.2099831800,17.2099831800,0,0.0000,1,,0,0.000000,0
2006-03-31,sh.600000,17.2099831800,17.2099831800,17.2099831800,17.2099831800,17.2099831800,0,0.0000,1,,0,0.000000,0
2006-04-03,sh.600000,17.2099831800,17.2099831800,17.2099831800,17.2099831800,17.2099831800,0,0.0000,1,,0,0.000000,0
2006-04-04,sh.600000,17.2099831800,17.2099831800,17.2099831800,17.2099831800,17.2099831800,0,0.0000,1,,0,0.000000,0
2006-04-05,sh.600000,17.2099831800,17.2099831800,17.2099831800,17.2099831800,17.2099831800,0,0.0000,1,,0,0.000000,0
2006-04-06,sh.600000,17.2099831800,17.2099831800,17.2099831800,17.2099831800,17.2099831800,0,0.0000,1,,0,0.000000,0
2006-04-07,sh.600000,17.2099831800,17.2099831800,17.2099831800,17.2099831800,17.2099831800,0,0.0000,1,,0,0.000000,0
2006-04-10,sh.600000,17.2099831800,17.2099831800,17.2099831800,17.2099831800,17.2099831800,0,0.0000,1,,0,0.000000,0
2006-04-11,sh.600000,17.2099831800,17.2099831800,17.2099831800,17.2099831800,17.2099831800,0,0.0000,1,,0,0.000000,0
2006-04-12,sh.600000,17.2099831800,17.2099831800,17.2099831800,17.2099831800,17.2099831800,0,0.0000,1,,0,0.000000,0
2006-04-13,sh.600000,17.2099831800,17.2099831800,17.2099831800,17.2099831800,17.2099831800,0,0.0000,1,,0,0.000000,0
2006-04-14,sh.600000,17.2099831800,17.2099831800,17.2099831800,17.2099831800,17.2099831800,0,0.0000,1,,0,0.000000,0
2006-04-17,sh.600000,17.2099831800,17.2099831800,17.2099831800,17.2099831800,17.2099831800,0,0.0000,1,,0,0.000000,0
2006-04-18,sh.600000,17.2099831800,17.2099831800,17.2099831800,17.2099831800,17.2099831800,0,0.0000,1,,0,0.000000,0
2006-04-19,sh.600000,17.2099831800,17.2099831800,17.2099831800,17.2099831800,17.2099831800,0,0.0000,1,,0,0.000000,0
2006-04-20,sh.600000,17.2099831800,17.2099831800,17.2099831800,17.2099831800,17.2099831800,0,0.0000,1,,0,0.000000,0
2006-04-21,sh.600000,17.2099831800,17.2099831800,17.2099831800,17.2099831800,17.2099831800,0,0.0000,1,,0,0.000000,0
2006-04-24,sh.600000,17.2099831800,17.2099831800,17.2099831800,17.2099831800,17.2099831800,0,0.0000,1,,0,0.000000,0
2006-04-25,sh.600000,17.2099831800,17.2099831800,17.2099831800,17.2099831800,17.2099831800,0,0.0000,1,,0,0.000000,0
2006-04-26,sh.600000,17.2099831800,17.2099831800,17.2099831800,17.2099831800,17.2099831800,0,0.0000,1,,0,0.000000,0
2006-04-27,sh.600000,17.2099831800,17.2099831800,17.2099831800,17.2099831800,17.2099831800,0,0.0000,1,,0,0.000000,0
2006-04-28,sh.600000,17.2099831800,17.2099831800,17.2099831800,17.2099831800,17.2099831800,0,0.0000,1,,0,0.000000,0
2006-05-08,sh.600000,17.2099831800,17.2099831800,17.2099831800,17.2099831800,17.2099831800,0,0.0000,1,,0,0.000000,0
2006-05-09,sh.600000,17.2099831800,17.2099831800,17.2099831800,17.2099831800,17.2099831800,0,0.0000,1,,0,0.000000,0
2006-05-10,sh.600000,17.2099831800,17.2099831800,17.2099831800,17.2099831800,17.2099831800,0,0.0000,1,,0,0.000000,0
2006-05-11,sh.600000,17.2099831800,17.2099831800,17.2099831800,17.2099831800,17.2099831800,0,0.0000,1,,0,0.000000,0
2006-05-12,sh.600000,15.9422127800,16.8930405800,15.5301874000,16.1799197300,17.2099831800,141086876,1440361974.0000,1,12.058707,1,-5.985264,0
2006-05-15,sh.600000,16.1640726000,16.2908496400,15.4034103600,15.9739070400,16.1799197300,96122958,953713066.0000,1,8.215637,1,-1.273263,0
2006-05-16,sh.600000,15.9422127800,16.3066967700,15.4826460100,15.9105185200,15.9739070400,59934300,598558422.0000,1,5.122590,1,-0.396825,0
2006-05-17,sh.600000,15.9263656500,16.2274611200,15.7678943500,16.0848369500,15.9105185200,41870880,423601514.0000,1,3.578708,1,1.095614,0
2006-05-18,sh.600000,16.0056013000,16.0214484300,15.5301874000,15.7837414800,16.0848369500,27624154,274454639.0000,1,2.361039,1,-1.871917,0
2006-05-19,sh.600000,15.7520472200,16.1006840800,15.6094230500,15.9897541700,15.7837414800,38371668,385374475.0000,1,3.279630,1,1.305222,0
2006-05-22,sh.600000,15.9422127800,15.9897541700,15.5777287900,15.6411173100,15.9897541700,39559685,392515472.0000,1,3.381170,1,-2.180379,0
2006-05-23,sh.600000,15.5460345300,15.5618816600,14.9913849800,15.0706206300,15.6411173100,31431833,301907071.0000,1,2.686481,1,-3.647413,0
2006-05-24,sh.600000,15.0706206300,16.2591553800,15.0706206300,15.8471300000,15.0706206300,63265236,630375075.0000,1,5.407285,1,5.152468,0
2006-05-25,sh.600000,15.9755807000,16.1843068800,15.7507986600,15.9755807000,15.8471338200,21290257,212250209.0000,1,1.819680,1,0.810536,0
2006-05-26,sh.600000,15.9755807000,16.5857033800,15.9595248400,16.4090889200,15.9755807000,38097532,388038266.0000,1,3.256199,1,2.713573,0
2006-05-29,sh.600000,16.4251447800,16.5535916600,16.1361393000,16.4251447800,16.4090889200,23072705,234922182.0000,1,1.972026,1,0.097840,0
2006-05-30,sh.600000,16.4251447800,16.4251447800,16.4251447800,16.4251447800,16.4251447800,0,0.0000,1,,0,0.000000,0
2006-05-31,sh.600000,16.3769772000,16.5375358000,15.9595248400,16.0076924200,16.4251447800,23088939,231921364.0000,1,1.973414,1,-2.541538,0
2006-06-01,sh.600000,16.0558600000,16.6499268200,15.9434689800,16.3288096200,16.0076924200,37300910,381494338.0000,1,3.188112,1,2.006016,0
2006-06-02,sh.600000,16.3448654800,16.4251447800,15.9755807000,16.0558600000,16.3288096200,21784421,218102924.0000,1,1.861916,1,-1.671584,0
2006-06-05,sh.600000,16.0237482800,16.0237482800,15.5260166200,15.9274131200,16.0558600000,20945891,204968449.0000,1,1.790247,1,-0.799999,0
2006-06-06,sh.600000,15.8953014000,16.0076924200,15.6544635000,15.7186869400,15.9274131200,14111400,138501293.0000,1,1.206103,1,-1.310485,0
2006-06-07,sh.600000,15.5741842000,15.6062959200,14.5626650200,14.5787208800,15.7186869400,30484124,285499597.0000,1,2.605481,1,-7.252299,0
2006-06-08,sh.600000,14.4663298600,14.5305533000,13.9685982000,14.3699947000,14.5787208800,28827790,255188040.0000,1,2.463914,1,-1.431719,0
2006-06-09,sh.600000,14.3539388400,14.4502740000,14.0007099200,14.0488775000,14.3699947000,13280880,117501561.0000,1,1.135118,1,-2.234635,0
2006-06-12,sh.600000,13.9685982000,14.6590001800,13.7759278800,14.5626650200,14.0488775000,20202863,181273634.0000,1,1.726740,1,3.657140,0
2006-06-13,sh.600000,14.4502740000,14.5787208800,14.1933802400,14.2736595400,14.5626650200,12575493,112568316.0000,1,1.074828,1,-1.984557,0
2006-06-14,sh.600000,14.1612685200,14.2254919600,13.9204306200,14.0007099200,14.2736595400,8445273,73656974.0000,1,0.721818,1,-1.912262,0
2006-06-15,sh.600000,14.0007099200,14.0007099200,14.0007099200,14.0007099200,14.0007099200,0,0.0000,1,,0,0.000000,0
2006-06-16,sh.600000,14.1291568000,14.9961732400,14.1131009400,14.9319498000,14.0007099200,20410089,186907784.0000,1,1.744452,1,6.651375,0
2006-06-19,sh.600000,14.6108326000,14.9158939400,14.4984415800,14.7874470600,14.9319498000,17339098,158722793.0000,1,1.481974,1,-0.967743,0
2006-06-20,sh.600000,14.7713912000,15.3012345800,14.6108326000,15.2370111400,14.7874470600,16911271,158916678.0000,1,1.445408,1,3.040171,0
2006-06-21,sh.600000,15.1727877000,15.2691228600,14.9158939400,15.0925084000,15.2370111400,15804527,148502489.0000,1,1.350814,1,-0.948368,0
2006-06-22,sh.600000,14.9319498000,15.6223517800,14.9319498000,15.3975697400,15.0925084000,15897260,153058455.0000,1,1.358740,1,2.021282,0
2006-06-23,sh.600000,15.3815138800,15.8631896800,15.2851787200,15.7668545200,15.3975697400,20856039,203519283.0000,1,1.782567,1,2.398327,0
2006-06-26,sh.600000,15.7668545200,16.0879717200,15.7507986600,16.0558600000,15.7668545200,16914469,168421551.0000,1,1.445681,1,1.832997,0
2006-06-27,sh.600000,16.0558600000,16.1040275800,15.6544635000,15.7347428000,16.0558600000,9602294,94305734.0000,1,0.820709,1,-1.999998,0
2006-06-28,sh.600000,15.6865752200,15.8310779600,15.5902400600,15.6384076400,15.7347428000,4922955,48066544.0000,1,0.420765,1,-0.612249,0
2006-06-29,sh.600000,15.5902400600,16.1361393000,15.5902400600,15.8631896800,15.6384076400,14137842,140094824.0000,1,1.208363,1,1.437375,0
2006-06-30,sh.600000,15.9755807000,16.1200834400,15.8150221000,15.9113572600,15.8631896800,12807370,127079246.0000,1,1.094647,1,0.303641,0
2006-07-03,sh.600000,15.9434689800,16.5535916600,15.8953014000,16.5375358000,15.9113572600,31213276,316881551.0000,1,2.667801,1,3.935422,0
2006-07-04,sh.600000,16.5375358000,16.5857033800,16.0558600000,16.2645861800,16.5375358000,19395342,197098694.0000,1,1.657722,1,-1.650486,0
2006-07-05,sh.600000,16.2164186000,16.2645861800,15.4939049000,15.5260166200,16.2645861800,15609147,152822154.0000,1,1.334115,1,-4.540967,0
2006-07-06,sh.600000,15.5420724800,15.7507986600,15.4939049000,15.6223517800,15.5260166200,8832785,86035418.0000,1,0.754939,1,0.620470,0
2006-07-07,sh.600000,15.6705193600,15.7186869400,15.2691228600,15.3172904400,15.6223517800,14914648,143123587.0000,1,1.274756,1,-1.952719,0
2006-07-10,sh.600000,15.7026310800,15.7347428000,15.4136256000,15.5260166200,15.3172904400,13254921,127925912.0000,1,1.132899,1,1.362685,0
2006-07-11,sh.600000,15.5902400600,15.7026310800,15.4136256000,15.6705193600,15.5260166200,11248288,109320166.0000,1,0.961392,1,0.930715,0
2006-07-12,sh.600000,15.6705193600,15.8150221000,15.5741842000,15.5902400600,15.6705193600,11362204,111085764.0000,1,0.971129,1,-0.512297,0
2006-07-13,sh.600000,15.5099607600,15.5099607600,14.7553353400,14.8998380800,15.5902400600,18304398,171802089.0000,1,1.564478,1,-4.428427,0
2006-07-14,sh.600000,14.8516705000,15.3333463000,14.7553353400,15.0282849600,14.8998380800,12187752,114498690.0000,1,1.041688,1,0.862068,0
